time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2023-02-04T22:07:40.00Z,29.768325342885987,-97.7710528683142,383.343,9.39,17.34,6.48,1.310,1.818,0.46,61.55739,1.04847,3,14
2023-02-04T22:07:40.10Z,29.768331125740133,-97.7710379833245,382.747,9.30,17.24,6.45,1.309,1.818,0.45,61.66026,1.05377,3,15
2023-02-04T22:07:40.20Z,29.76833670859429,-97.77102289833522,382.135,9.18,17.34,6.48,1.307,1.818,0.46,62.09789,1.04949,3,15
2023-02-04T22:07:40.30Z,29.768342291448505,-97.7710078133465,381.525,9.20,17.29,6.52,1.306,1.818,0.44,61.97838,1.03879,3,15
2023-02-04T22:07:40.40Z,29.768347874302663,-97.77099282835786,380.899,9.14,17.40,6.47,1.304,1.817,0.44,62.28588,1.03131,3,15
2023-02-04T22:07:40.50Z,29.76835335715691,-97.77097784336979,380.261,9.14,17.32,6.42,1.303,1.817,0.43,62.17139,1.11574,3,15
2023-02-04T22:07:40.60Z,29.768358840011047,-97.7709627583821,379.631,9.06,17.34,6.45,1.301,1.816,0.43,62.41630,1.11841,3,14
2023-02-04T22:07:40.70Z,29.76836432286524,-97.77094767339497,379.006,9.02,17.35,6.49,1.300,1.816,0.43,62.52602,1.11768,3,14
2023-02-04T22:07:40.80Z,29.76836980571943,-97.7709324884081,378.369,8.96,17.52,6.54,1.298,1.815,0.43,62.90547,1.10937,3,14
2023-02-04T22:07:40.90Z,29.768375288573623,-97.7709173034217,377.729,8.98,17.44,6.56,1.297,1.814,0.43,62.74428,1.08155,3,14
2023-02-04T22:07:41.00Z,29.768380771427815,-97.77090191843558,377.083,9.01,17.57,6.67,1.296,1.814,0.45,62.86852,1.07377,3,14
2023-02-04T22:07:41.10Z,29.768386254282007,-97.77088673344997,376.426,9.04,17.46,6.66,1.294,1.813,0.45,62.62171,1.05276,3,14
2023-02-04T22:07:41.20Z,29.768391737136085,-97.77087164846466,375.762,9.03,17.57,6.67,1.293,1.812,0.45,62.79976,1.04594,3,14
2023-02-04T22:07:41.30Z,29.768397219990277,-97.77085616347983,375.095,9.01,17.66,6.77,1.291,1.810,0.44,62.95804,1.03770,3,14
2023-02-04T22:07:41.40Z,29.76840270284447,-97.77084087849562,374.417,9.08,17.60,6.79,1.289,1.809,0.43,62.70493,1.04106,3,14
2023-02-04T22:07:41.50Z,29.768408285698683,-97.77082539351159,373.749,9.11,17.77,6.80,1.288,1.808,0.44,62.85204,1.03270,3,14
2023-02-04T22:07:41.60Z,29.76841386855284,-97.77080990852801,373.057,9.18,17.78,6.95,1.286,1.807,0.43,62.68137,1.02928,3,14
2023-02-04T22:07:41.70Z,29.768419451407055,-97.77079452354508,372.375,9.19,17.67,6.87,1.284,1.806,0.44,62.52763,1.04731,3,14
2023-02-04T22:07:41.80Z,29.768425134261236,-97.77077903856264,371.717,9.17,17.74,6.86,1.282,1.804,0.43,62.65465,1.03800,3,14
2023-02-04T22:07:41.90Z,29.768430817115416,-97.77076355358031,371.045,9.22,17.83,6.88,1.281,1.803,0.44,62.64614,1.02285,3,14
2023-02-04T22:07:42.00Z,29.768436499969596,-97.77074806859878,370.358,9.29,17.88,6.93,1.279,1.802,0.45,62.55669,1.01842,3,14
2023-02-04T22:07:42.10Z,29.768442182823776,-97.77073258361725,369.690,9.25,17.82,6.83,1.278,1.801,0.45,62.57559,1.01884,3,14
2023-02-04T22:07:42.20Z,29.76844796567798,-97.77071699863654,369.012,9.41,17.84,6.89,1.277,1.800,0.46,62.19873,1.02275,3,14
2023-02-04T22:07:42.30Z,29.76845374853218,-97.77070151365615,368.331,9.35,17.85,6.87,1.275,1.799,0.45,62.35171,1.02255,3,14
2023-02-04T22:07:42.40Z,29.768459531386384,-97.77068602867621,367.639,9.51,17.84,6.91,1.274,1.798,0.44,61.94014,1.02087,3,14
2023-02-04T22:07:42.50Z,29.768465514240575,-97.77067044369687,366.952,9.48,17.82,6.95,1.272,1.798,0.44,61.97117,1.02080,3,14
2023-02-04T22:07:42.60Z,29.768471397094686,-97.77065495871818,366.255,9.50,17.78,6.98,1.271,1.796,0.44,61.87956,1.02160,3,14
2023-02-04T22:07:42.70Z,29.768477379948877,-97.77063937373975,365.563,9.58,17.83,7.04,1.270,1.795,0.44,61.76541,1.01470,3,14
2023-02-04T22:07:42.80Z,29.768483362803067,-97.77062388876175,364.868,9.54,17.84,7.02,1.268,1.794,0.44,61.86269,1.01657,3,14
2023-02-04T22:07:42.90Z,29.768489345657258,-97.77060840378431,364.168,9.62,17.75,7.10,1.267,1.793,0.43,61.54378,1.02083,3,14
2023-02-04T22:07:43.00Z,29.76849542851147,-97.7705930188074,363.462,9.64,17.83,7.13,1.266,1.792,0.43,61.59166,0.97586,3,14
2023-02-04T22:07:43.10Z,29.768501511365628,-97.77057753383087,362.752,9.67,17.79,7.12,1.264,1.791,0.43,61.46113,0.97596,3,14
2023-02-04T22:07:43.20Z,29.76850759421984,-97.77056214885499,362.044,9.71,17.79,7.10,1.263,1.789,0.43,61.36055,0.97578,3,14
2023-02-04T22:07:43.30Z,29.76851377707402,-97.77054676387968,361.358,9.71,17.67,7.01,1.262,1.788,0.43,61.21573,0.98417,3,14
2023-02-04T22:07:43.40Z,29.7685199599282,-97.77053147890467,360.655,9.78,17.64,7.04,1.261,1.787,0.43,61.00824,0.98592,3,14
2023-02-04T22:07:43.50Z,29.768526142782378,-97.77051629393009,359.950,9.77,17.59,7.03,1.259,1.785,0.43,60.94852,0.98131,3,14
2023-02-04T22:07:43.60Z,29.768532325636613,-97.7705010089561,359.266,9.81,17.58,7.01,1.258,1.784,0.42,60.84777,0.98111,3,14
2023-02-04T22:07:43.70Z,29.768538608490758,-97.77048582398265,358.572,9.90,17.60,6.98,1.257,1.782,0.42,60.65370,0.97408,3,14
2023-02-04T22:07:43.80Z,29.76854489134496,-97.77047063900977,357.870,9.95,17.54,7.03,1.256,1.781,0.42,60.44848,0.98173,3,14
2023-02-04T22:07:43.90Z,29.76855117419916,-97.77045545403712,357.182,9.95,17.51,6.97,1.255,1.780,0.42,60.39198,0.98426,3,14
2023-02-04T22:07:44.00Z,29.768557557053327,-97.77044026906538,356.497,9.97,17.52,6.97,1.254,1.778,0.42,60.35840,0.98369,3,14
2023-02-04T22:07:44.10Z,29.768563939907438,-97.77042528409402,355.801,10.02,17.43,6.93,1.253,1.776,0.41,60.10631,0.98970,3,14
2023-02-04T22:07:44.20Z,29.768570322761605,-97.770410299123,355.123,10.03,17.39,6.83,1.252,1.775,0.42,60.02976,0.99301,3,14
2023-02-04T22:07:44.30Z,29.76857670561577,-97.7703951141525,354.452,10.03,17.47,6.85,1.251,1.774,0.42,60.13476,0.98791,3,14
2023-02-04T22:07:44.40Z,29.768583088469995,-97.77038012918251,353.775,10.07,17.39,6.81,1.250,1.773,0.42,59.91553,1.01822,3,14
2023-02-04T22:07:44.50Z,29.768589571324185,-97.77036524421305,353.117,10.18,17.32,6.69,1.249,1.772,0.41,59.55575,1.01654,3,14
2023-02-04T22:07:44.60Z,29.768596154178397,-97.7703502592442,352.458,10.17,17.40,6.71,1.248,1.770,0.41,59.69290,0.97988,3,14
2023-02-04T22:07:44.70Z,29.768602737032552,-97.77033527427602,351.806,10.20,17.34,6.69,1.247,1.769,0.41,59.53934,0.98973,3,14
2023-02-04T22:07:44.80Z,29.76860921988674,-97.77032038930804,351.157,10.21,17.40,6.58,1.246,1.768,0.41,59.59642,0.98653,3,14
2023-02-04T22:07:44.90Z,29.76861590274092,-97.77030540434089,350.541,10.26,17.28,6.48,1.245,1.767,0.41,59.29862,0.99271,3,14
2023-02-04T22:07:45.00Z,29.76862248559513,-97.77029041937408,349.907,10.22,17.31,6.49,1.244,1.765,0.41,59.43632,0.98958,3,14
2023-02-04T22:07:45.10Z,29.76862916844931,-97.77027553440792,349.280,10.26,17.36,6.41,1.243,1.764,0.40,59.41418,0.98765,3,14
2023-02-04T22:07:45.20Z,29.768635851303486,-97.77026054944213,348.656,10.31,17.25,6.40,1.242,1.763,0.41,59.14559,0.99485,3,14
2023-02-04T22:07:45.30Z,29.76864253415772,-97.77024566447699,348.018,10.30,17.26,6.48,1.241,1.761,0.41,59.17873,1.00188,3,14
2023-02-04T22:07:45.40Z,29.76864921701184,-97.77023077951219,347.375,10.29,17.21,6.53,1.240,1.760,0.41,59.12129,1.00519,3,14
2023-02-04T22:07:45.50Z,29.768655899866076,-97.77021599454804,346.730,10.30,17.22,6.50,1.239,1.759,0.41,59.12478,1.00651,3,14
2023-02-04T22:07:45.60Z,29.768662582720253,-97.77020110958438,346.098,10.33,17.28,6.53,1.239,1.758,0.42,59.13281,1.01392,3,14
2023-02-04T22:07:45.70Z,29.768669365574397,-97.77018612462132,345.453,10.36,17.27,6.59,1.238,1.756,0.42,59.03967,1.00779,3,14
2023-02-04T22:07:45.80Z,29.768676148428597,-97.77017133965887,344.800,10.42,17.12,6.56,1.237,1.755,0.42,58.68883,1.01490,3,14
2023-02-04T22:07:45.90Z,29.768683031282762,-97.770156554697,344.163,10.42,17.16,6.60,1.237,1.754,0.41,58.72290,1.01145,3,14
2023-02-04T22:07:46.00Z,29.768689814136962,-97.77014166973527,343.511,10.45,17.20,6.66,1.236,1.753,0.41,58.71090,1.00518,3,14
2023-02-04T22:07:46.10Z,29.768696696991185,-97.77012688477453,342.848,10.48,17.18,6.68,1.235,1.751,0.40,58.62147,1.00304,3,14
2023-02-04T22:07:46.20Z,29.768703679845373,-97.77011209981436,342.191,10.58,17.16,6.75,1.234,1.750,0.41,58.33607,0.96565,3,14
2023-02-04T22:07:46.30Z,29.76871056269954,-97.77009731485464,341.527,10.62,17.10,6.77,1.233,1.748,0.41,58.16748,0.96821,3,14
2023-02-04T22:07:46.40Z,29.76871764555375,-97.77008262989557,340.858,10.68,17.14,6.73,1.232,1.747,0.40,58.06293,0.96507,3,14
2023-02-04T22:07:46.50Z,29.768724728407904,-97.77006784493733,340.193,10.75,17.07,6.84,1.231,1.745,0.40,57.80440,0.96293,3,14
2023-02-04T22:07:46.60Z,29.768731811262114,-97.7700531599794,339.510,10.79,17.14,6.83,1.230,1.743,0.42,57.80086,0.99401,3,14
2023-02-04T22:07:46.70Z,29.76873899411629,-97.77003847502237,338.845,10.88,17.06,6.81,1.230,1.742,0.42,57.46739,0.99782,3,14
2023-02-04T22:07:46.80Z,29.768746176970467,-97.7700237900658,338.180,10.95,17.06,6.86,1.229,1.741,0.42,57.31277,0.99752,3,14
2023-02-04T22:07:46.90Z,29.76875355982463,-97.77000920511023,337.489,11.02,17.06,6.88,1.228,1.739,0.42,57.15124,0.99714,3,14
2023-02-04T22:07:47.00Z,29.768760842678773,-97.76999452015502,336.837,11.03,17.09,6.79,1.228,1.738,0.42,57.16082,0.99636,3,14
2023-02-04T22:07:47.10Z,29.768768325533017,-97.7699799352007,336.159,11.10,16.99,6.88,1.227,1.737,0.42,56.83806,1.00133,3,14
2023-02-04T22:07:47.20Z,29.768775808387147,-97.76996535024705,335.495,11.15,17.04,6.80,1.227,1.735,0.42,56.80381,0.97015,3,14
2023-02-04T22:07:47.30Z,29.768783291241334,-97.76995066529366,334.849,11.26,17.08,6.70,1.226,1.734,0.42,56.61520,0.97137,3,14
2023-02-04T22:07:47.40Z,29.768790874095487,-97.76993608034127,334.213,11.21,17.02,6.59,1.225,1.733,0.42,56.62067,0.97530,3,14
2023-02-04T22:07:47.50Z,29.76879855694972,-97.76992159538963,333.565,11.31,16.98,6.59,1.225,1.731,0.42,56.34497,0.97689,3,14
2023-02-04T22:07:47.60Z,29.768806239803894,-97.76990701043849,332.915,11.39,16.97,6.61,1.225,1.731,0.42,56.12813,1.01430,3,14
2023-02-04T22:07:47.70Z,29.76881392265807,-97.76989252548799,332.271,11.36,17.01,6.51,1.224,1.730,0.43,56.26585,1.05059,3,14
2023-02-04T22:07:47.80Z,29.768821605512244,-97.76987784053813,331.628,11.44,17.05,6.53,1.224,1.729,0.44,56.14843,1.06443,3,14
2023-02-04T22:07:47.90Z,29.7688293883665,-97.769863355589,330.982,11.50,16.97,6.56,1.225,1.729,0.44,55.88308,1.07098,3,14
2023-02-04T22:07:48.00Z,29.76883717122064,-97.76984877064035,330.340,11.51,17.00,6.51,1.225,1.728,0.44,55.89577,1.06941,3,14
2023-02-04T22:07:48.10Z,29.768844954074837,-97.76983428569224,329.692,11.50,16.98,6.58,1.225,1.728,0.44,55.89898,1.07557,3,14
2023-02-04T22:07:48.20Z,29.768852736929034,-97.76981970074485,329.043,11.56,17.00,6.55,1.225,1.727,0.44,55.78884,1.07822,3,14
2023-02-04T22:07:48.30Z,29.768860619783197,-97.76980521579821,328.404,11.56,17.07,6.48,1.226,1.727,0.44,55.90431,1.07193,3,14
2023-02-04T22:07:48.40Z,29.768868402637395,-97.76979063085173,327.785,11.59,17.00,6.39,1.226,1.726,0.44,55.72579,1.01592,3,14
2023-02-04T22:07:48.50Z,29.76887638549158,-97.76977604590661,327.165,11.69,17.03,6.33,1.226,1.725,0.42,55.54761,1.01155,3,14
2023-02-04T22:07:48.60Z,29.7688842683458,-97.7697614609616,326.552,11.67,17.11,6.27,1.226,1.724,0.42,55.71819,1.00656,3,14
2023-02-04T22:07:48.70Z,29.768892251199986,-97.76974677601766,325.963,11.69,17.03,6.18,1.226,1.723,0.42,55.53514,1.01116,3,14
2023-02-04T22:07:48.80Z,29.768900234054172,-97.76973229107398,325.350,11.71,16.94,6.19,1.226,1.721,0.42,55.35045,1.01703,3,14
2023-02-04T22:07:48.90Z,29.7689082169083,-97.76971780613098,324.727,11.75,16.88,6.21,1.226,1.721,0.42,55.17092,1.02318,3,14
2023-02-04T22:07:49.00Z,29.768916199762486,-97.76970342118852,324.122,11.73,16.89,6.18,1.226,1.720,0.43,55.21857,1.05723,3,14
2023-02-04T22:07:49.10Z,29.768924182616615,-97.7696891362466,323.511,11.74,16.77,6.12,1.226,1.719,0.42,55.01032,1.05464,3,15
2023-02-04T22:07:49.20Z,29.768932265470823,-97.7696745513058,322.901,11.83,16.90,6.24,1.226,1.718,0.43,54.99383,1.04198,3,15
2023-02-04T22:07:49.30Z,29.76894034832503,-97.76965996636534,322.299,11.81,17.08,6.19,1.227,1.718,0.42,55.34023,1.02914,3,15
2023-02-04T22:07:49.40Z,29.768948431179183,-97.76964538142556,321.709,11.86,16.93,6.12,1.227,1.717,0.41,54.99596,1.03511,3,15
2023-02-04T22:07:49.50Z,29.76895651403339,-97.76963099648628,321.102,11.88,16.90,6.08,1.227,1.716,0.41,54.90136,1.03019,3,15
2023-02-04T22:07:49.60Z,29.768964696887565,-97.76961661154792,320.520,11.91,16.88,5.87,1.227,1.714,0.41,54.79588,1.02895,3,15
2023-02-04T22:07:49.70Z,29.768972779741773,-97.76960222660978,319.933,11.88,16.72,5.88,1.227,1.713,0.40,54.61038,1.03573,3,15
2023-02-04T22:07:49.80Z,29.768980962595947,-97.76958804167248,319.336,11.94,16.73,5.91,1.227,1.712,0.40,54.47934,1.03527,3,15
2023-02-04T22:07:49.90Z,29.76898914545012,-97.76957385673586,318.768,11.93,16.70,5.68,1.227,1.711,0.40,54.45445,1.04147,3,15
2023-02-04T22:07:50.00Z,29.76899722830433,-97.7695594717992,318.221,11.93,16.82,5.63,1.227,1.710,0.41,54.64311,1.02631,3,15
2023-02-04T22:07:50.10Z,29.769005511158525,-97.7695451868642,317.655,12.04,16.77,5.55,1.227,1.709,0.40,54.32531,1.04320,3,15
2023-02-04T22:07:50.20Z,29.7690136940127,-97.76953080192902,317.104,12.03,16.70,5.52,1.227,1.708,0.40,54.22221,1.05029,3,15
2023-02-04T22:07:50.30Z,29.769021976866895,-97.76951651699517,316.552,11.98,16.74,5.52,1.227,1.708,0.41,54.40942,1.05061,3,15
2023-02-04T22:07:50.40Z,29.76903015972107,-97.76950233206139,316.005,12.00,16.64,5.49,1.227,1.707,0.41,54.19604,1.05532,3,15
2023-02-04T22:07:50.50Z,29.769038442575265,-97.76948804712833,315.456,12.02,16.74,5.44,1.227,1.707,0.41,54.32025,1.04925,3,15
2023-02-04T22:07:50.60Z,29.769046625429496,-97.76947386219558,314.915,12.08,16.78,5.34,1.228,1.706,0.40,54.25889,1.04206,3,15
2023-02-04T22:07:50.70Z,29.769055008283658,-97.7694596772642,314.395,12.15,16.60,5.17,1.227,1.705,0.39,53.79760,1.00900,3,15
2023-02-04T22:07:50.80Z,29.76906339113782,-97.76944569233365,313.910,12.29,16.53,4.88,1.227,1.704,0.38,53.37024,1.03604,3,15
2023-02-04T22:07:50.90Z,29.769071873992004,-97.76943190740371,313.454,12.38,16.32,4.53,1.227,1.704,0.39,52.83324,1.04973,3,15
2023-02-04T22:07:51.00Z,29.769080456846154,-97.76941812247492,313.024,12.38,16.14,4.33,1.227,1.703,0.39,52.51365,1.05616,3,15
2023-02-04T22:07:51.10Z,29.769089139700384,-97.76940463754704,312.595,12.70,15.93,4.24,1.228,1.704,0.40,51.44204,1.20246,3,15
2023-02-04T22:07:51.20Z,29.769098122554567,-97.76939135262103,312.170,12.94,15.64,4.24,1.229,1.704,0.40,50.39896,1.13837,3,15
2023-02-04T22:07:51.30Z,29.76910730540874,-97.76937826769631,311.751,13.06,15.43,4.23,1.229,1.705,0.40,49.75353,1.17039,3,15
2023-02-04T22:07:51.40Z,29.769116588262875,-97.76936538277278,311.333,13.33,15.28,4.19,1.230,1.706,0.39,48.89542,1.17400,3,15
2023-02-04T22:07:51.50Z,29.76912617111708,-97.76935279785096,310.910,13.58,14.89,4.26,1.231,1.707,0.39,47.64865,1.16275,3,15
2023-02-04T22:07:51.60Z,29.769136053971238,-97.76934041293111,310.459,13.97,14.66,4.40,1.231,1.708,0.39,46.37332,1.15964,3,15
2023-02-04T22:07:51.70Z,29.76914613682544,-97.76932842801261,310.020,14.24,14.27,4.34,1.231,1.708,0.37,45.06743,1.05419,3,15
2023-02-04T22:07:51.80Z,29.76915661967962,-97.76931684309648,309.550,14.75,13.77,4.45,1.231,1.708,0.36,43.04248,1.05392,3,15
2023-02-04T22:07:51.90Z,29.76916740253381,-97.7693057581821,309.085,15.12,13.33,4.50,1.230,1.708,0.36,41.39377,1.05774,3,15
2023-02-04T22:07:52.00Z,29.769178585388033,-97.7692951732705,308.601,15.44,12.69,4.64,1.230,1.708,0.35,39.42850,1.07639,3,15
2023-02-04T22:07:52.10Z,29.76919006824221,-97.76928518836064,308.079,15.82,12.20,4.82,1.229,1.709,0.35,37.63437,1.08010,3,15
2023-02-04T22:07:52.20Z,29.769201751096375,-97.76927570345265,307.536,16.05,11.54,5.09,1.229,1.709,0.34,35.72956,1.10402,3,14
2023-02-04T22:07:52.30Z,29.769213633950585,-97.76926671854574,306.968,16.27,11.22,5.42,1.228,1.709,0.34,34.60082,1.10630,3,14
2023-02-04T22:07:52.40Z,29.76922581680475,-97.76925833364123,306.394,16.57,10.63,5.65,1.227,1.709,0.34,32.67741,1.11196,3,14
2023-02-04T22:07:52.50Z,29.769238199658957,-97.76925054873834,305.763,16.91,10.06,5.89,1.227,1.709,0.34,30.75576,1.11125,3,14
2023-02-04T22:07:52.60Z,29.769250882513177,-97.76924326383755,305.099,17.13,9.62,6.31,1.226,1.709,0.34,29.31882,1.10894,3,14
2023-02-04T22:07:52.70Z,29.76926386536735,-97.76923647893898,304.437,17.38,9.11,6.50,1.225,1.709,0.34,27.66804,1.10154,3,14
2023-02-04T22:07:52.80Z,29.76927704822151,-97.76923039404198,303.722,17.73,8.52,6.80,1.224,1.708,0.33,25.67138,1.08242,3,14
